chi,dp_norm,coh,stab,rad,size,ratio
0.058824,0.043019,2.142857,24.582113,1.757353,17.000000,0.681818
0.080000,0.143082,1.844444,18.464927,1.849003,27.000000,0.648438
0.125000,0.128205,1.545455,19.572381,1.392857,8.000000,0.607143
0.058824,0.083504,2.142857,24.582113,1.757353,17.000000,0.681818
0.125000,0.339881,16.000000,24.273599,1.464286,8.000000,0.941176
0.125000,0.084082,1.470588,16.057122,1.820513,13.000000,0.595238
0.076923,0.005031,1.920000,23.951677,2.111742,33.000000,0.657534
0.076923,0.084082,1.470588,16.057122,1.820513,13.000000,0.595238
0.125000,0.029992,1.844444,17.915088,1.849003,27.000000,0.648438
0.090909,0.393336,1.444444,17.256097,1.912088,14.000000,0.590909
0.090909,0.449111,1.888889,14.658885,1.763636,11.000000,0.653846
0.090909,0.313331,1.638889,19.211666,1.814286,21.000000,0.621053
0.090909,0.034181,2.800000,19.643882,1.490909,11.000000,0.736842
0.100000,0.219340,1.238095,22.771766,1.666667,12.000000,0.553191
0.052632,0.035549,1.540541,8.909835,1.725146,19.000000,0.606383
0.052632,0.793096,1.638889,19.211666,1.814286,21.000000,0.621053
0.100000,0.837885,3.000000,21.199941,2.089127,34.000000,0.750000
0.045455,0.534777,1.826087,22.502899,2.098851,30.000000,0.646154
0.045455,0.052508,2.000000,13.790597,1.757576,22.000000,0.666667
0.052632,0.305506,2.900000,24.660794,1.690058,19.000000,0.743590
0.052632,0.325076,7.875000,18.124489,1.861905,21.000000,0.887324
0.166667,0.777784,2.725000,21.888411,1.985222,29.000000,0.731544
0.142857,0.111111,6.000000,21.930467,1.476190,7.000000,0.857143
0.142857,0.639423,2.039216,23.943686,2.090909,34.000000,0.670968
0.166667,0.433757,2.600000,25.366901,1.692810,18.000000,0.722222
0.125000,0.501841,2.100000,20.940990,1.555556,10.000000,0.677419
0.076923,0.004785,2.727273,21.992776,1.615385,13.000000,0.731707
0.076923,1.000000,2.865385,19.399054,2.232119,39.000000,0.741294
0.083333,0.008850,3.111111,20.570783,1.575758,12.000000,0.756757
0.083333,1.000000,2.865385,19.399054,2.232119,39.000000,0.741294
0.090909,0.837924,1.924528,24.130724,1.809117,27.000000,0.658065
