thread_id,pre_px,pre_py,post_px,post_py,pre_p_mag,post_p_mag,pre_mass,post_mass,pre_s_sum,post_s_sum,pre_s_mean,post_s_mean,pre_age_a,pre_age_b,chi,duration,theta,stability_bin,pre_E_total,post_E_total
2,-13788.639053,0.000000,-2716.945100,0.000000,13788.639053,2716.945100,1378.863905,271.694510,87.938647,95.015872,43.969324,47.507936,240,380,0.071429,121.000000,0.000000,40.000000,3.482922,2.251061
2,-6955.969388,0.000000,-2716.945100,0.000000,6955.969388,2716.945100,695.596939,271.694510,86.143864,95.015872,43.071932,47.507936,350,350,0.071429,141.000000,0.000000,40.000000,2.620259,2.251061
2,-13788.639053,0.000000,-2716.945100,0.000000,13788.639053,2716.945100,1378.863905,271.694510,87.938647,95.015872,43.969324,47.507936,380,200,0.071429,121.000000,0.000000,40.000000,3.482922,2.251061
2,-6955.969388,0.000000,-2716.945100,0.000000,6955.969388,2716.945100,695.596939,271.694510,86.143864,95.015872,43.071932,47.507936,170,350,0.071429,141.000000,0.000000,40.000000,2.620259,2.251061
2,-6955.969388,0.000000,-2716.945100,0.000000,6955.969388,2716.945100,695.596939,271.694510,86.143864,95.015872,43.071932,47.507936,350,350,0.071429,141.000000,0.000000,40.000000,2.620259,2.251061
2,-6955.969388,0.000000,-2716.945100,0.000000,6955.969388,2716.945100,695.596939,271.694510,86.143864,95.015872,43.071932,47.507936,350,350,0.071429,141.000000,0.000000,40.000000,2.620259,2.251061
2,-13788.639053,0.000000,-2716.945100,0.000000,13788.639053,2716.945100,1378.863905,271.694510,87.938647,95.015872,43.969324,47.507936,380,200,0.071429,121.000000,0.000000,40.000000,3.482922,2.251061
4,64.912354,0.000000,-5221.524334,0.000000,64.912354,5221.524334,906.625000,522.152433,19.328833,55.074190,9.664416,27.537095,120,120,0.111111,96.000000,0.000000,5.000000,2.842787,1.660718
4,22.850699,0.000000,-5221.524334,0.000000,22.850699,5221.524334,410.625000,522.152433,17.236253,55.074190,8.618127,27.537095,110,110,0.200000,104.000000,0.000000,5.000000,0.863959,1.660718
4,-29143.593733,0.000000,-51077.777778,0.000000,29143.593733,51077.777778,3862.125000,5107.777778,35.694770,66.397911,17.847385,33.198956,180,180,0.125000,76.000000,0.000000,15.000000,5.558126,7.104823
4,-16711.111111,0.000000,-51077.777778,0.000000,16711.111111,51077.777778,1671.111111,5107.777778,48.774839,66.397911,24.387420,33.198956,50,250,0.062500,32.000000,0.000000,20.000000,3.162534,7.104823
4,-30153.144939,0.000000,-51077.777778,0.000000,30153.144939,51077.777778,3862.125000,5107.777778,35.694770,66.397911,17.847385,33.198956,180,180,0.125000,76.000000,0.000000,15.000000,5.558126,7.104823
4,-29143.593733,0.000000,-51077.777778,0.000000,29143.593733,51077.777778,3862.125000,5107.777778,35.694770,66.397911,17.847385,33.198956,180,180,0.125000,76.000000,0.000000,15.000000,5.558126,7.104823
4,-30153.144939,0.000000,-51077.777778,0.000000,30153.144939,51077.777778,3862.125000,5107.777778,35.694770,66.397911,17.847385,33.198956,180,180,0.125000,76.000000,0.000000,15.000000,5.558126,7.104823
4,-16711.111111,0.000000,-51077.777778,0.000000,16711.111111,51077.777778,1671.111111,5107.777778,48.774839,66.397911,24.387420,33.198956,50,250,0.062500,32.000000,0.000000,20.000000,3.162534,7.104823
