chi,dp_norm,coh,stab,rad,size,ratio
0.200000,1.000000,1.600000,19.415020,1.698529,17.000000,0.615385
0.200000,0.004559,1.600000,19.415020,1.698529,17.000000,0.615385
0.052632,0.057142,1.975610,26.676079,1.731884,24.000000,0.663934
0.125000,0.594004,2.125000,20.977237,1.428571,8.000000,0.680000
0.200000,0.004115,3.000000,21.243896,1.100000,5.000000,0.750000
0.066667,0.510356,2.357143,16.223711,1.876190,15.000000,0.702128
0.052632,0.064564,1.975610,26.676079,1.731884,24.000000,0.663934
0.111111,0.544950,1.708333,14.662710,1.908497,18.000000,0.630769
0.166667,0.316643,1.545455,14.488853,1.392857,8.000000,0.607143
0.090909,0.288851,2.000000,25.261867,1.869281,18.000000,0.666667
0.090909,0.117186,5.750000,26.296664,1.636364,11.000000,0.851852
0.041667,0.189635,2.209677,28.621010,1.889483,34.000000,0.688442
0.041667,0.396006,1.694444,21.589840,2.021739,24.000000,0.628866
0.125000,0.185528,1.625000,20.783402,2.004329,22.000000,0.619048
0.041667,0.109659,2.209677,28.621010,1.889483,34.000000,0.688442
0.041667,0.396006,1.694444,21.589840,2.021739,24.000000,0.628866
0.076923,0.217015,2.545455,21.655379,1.807692,13.000000,0.717949
0.076923,0.185528,1.625000,20.783402,2.004329,22.000000,0.619048
0.111111,0.559906,1.750000,25.654791,2.030769,26.000000,0.636364
0.111111,0.333333,1.833333,12.623523,1.416667,9.000000,0.647059
0.045455,0.128683,1.575758,21.732222,2.004329,22.000000,0.611765
